possess	pә'zes		vt. 持有, 占有, 拥有, 克制, 支配, 迷住\n[法] 持有, 占有, 具有	gk cet4 cet6 ky toefl	bnc:2129	p:possessed/d:possessed/3:possesses/i:possessing
ceremony	'serimәni		n. 典礼, 仪式, 礼节\n[法] 典礼, 仪式	gk cet4 cet6 ky toefl ielts gre	bnc:3313	s:ceremonies
gear	giә		n. 齿轮, 工具\nvt. 以齿轮连起, 开动, 使适应, 安排\nvi. 连接上, 适合	cet4 cet6 ky toefl ielts gre	bnc:3392	d:geared/s:gears/p:geared/i:gearing/3:gears
pupil	'pju:pl		n. 学生, 门生, 未成年人, 瞳孔\n[医] 瞳孔	zk gk toefl ielts	bnc:952	s:pupils
clothing	'klәuðiŋ		n. 衣服	gk cet4 ky toefl ielts	bnc:3372	i:clothing/0:clothing/1:i
cow	kau		n. 母牛, 母兽\nvt. 威胁	zk gk cet4 cet6 ky gre	bnc:2944	s:cows/d:cowed/p:cowed/i:cowing/3:cows
desperate	'despәrәt		a. 不顾一切的, 危急的, 令人绝望的, 极渴望的	gk cet4 cet6 ky toefl ielts gre	bnc:2935	
maximum	'mæksimәn		n. 极点, 最大量, 极大\na. 最高的, 最大的, 最大极限的\n[计] 最大值	gk cet4 cet6 ky toefl ielts	bnc:2427	s:maxima
nowhere	'nәuhwєә		adv. 无处, 到处都无	gk cet4 cet6 ky ielts	bnc:3107	
juice	dʒu:s		n. 汁, 活力, 体液\nvt. 挤出汁来, 加汁	zk gk toefl ielts	bnc:3724	s:juices
plot	plɒt		n. 小块土地, 地区图, 图, 阴谋, 情节\nvt. 划分, 绘图, 密谋\nvi. 密谋, 策划\n[计] 绘制	gk cet4 cet6 ky toefl ielts gre	bnc:3096	s:plots/i:plotting/d:plotted/p:plotted/3:plots
nerve	nә:v		n. 精神, 勇气, 叶脉, 神经\nvt. 鼓起勇气	cet4 cet6 ky gre	bnc:3005	s:nerves/p:nerved/i:nerving/d:nerved/3:nerves
curtain	'kә:tәn		n. 帐, 幕, 窗帘\nvt. 装帘子于, 遮蔽	gk cet4 cet6 ky toefl	bnc:2492	s:curtains/d:curtained/p:curtained/i:curtaining/3:curtains
lecture	'lektʃә		n. 演讲, 谴责, 讲稿\nvt. 演讲, 训诫, 说教\nvi. 讲演	gk cet4 cet6 ky ielts	bnc:2588	s:lectures/i:lecturing/p:lectured/d:lectured/3:lectures
related	ri'leitid		a. 讲述的, 叙述的；有关系的, 有关联的	ielts	bnc:2726	0:relate/1:dp/p:related/d:related
behave	bi'heiv		vi. 举止端正, 行为规矩\nvt. 检点(自己的)行为, 使表现好	gk cet4 cet6 ky toefl ielts	bnc:2463	i:behaving/p:behaved/d:behaved/3:behaves
tunnel	'tʌnl		n. 隧道, 地下道\nvi. 挖隧道\nvt. 掘隧道于	cet4 cet6 ky toefl ielts	bnc:2770	s:tunnels/d:tunnelled/p:tunnelled/i:tunnelling/3:tunnels
friendship	'frendʃip		n. 友谊, 友爱, 友善	zk gk	bnc:3092	s:friendships
cheek	tʃi:k		n. 颊, 厚颜, 脸蛋\n[医] 颊	gk cet4 cet6 ky	bnc:2456	s:cheeks/p:cheeked/i:cheeking/3:cheeks/d:cheeked
quantity	'kwɒntәti		n. 量, 数量, 总量\n[计] 数量; 量	gk cet4 cet6 ky toefl	bnc:2082	s:quantities
tap	'tæp		n. 轻打, 水龙头\nvt. 轻打, 轻敲, 敲打出, 选择, 装上嘴子, 使流出, 开发, 分接, 向...乞讨\nvi. 轻叩, 轻拍, 啪塔啪塔地走\n[计] 接头	gk cet4 cet6 ky toefl ielts	bnc:3299	p:tapped/i:tapping/s:taps/d:tapped/3:taps
van	væn		n. 货车, 篷车, 先锋, 前驱, 前卫\nvt. 用货车搬运\n[计] 增值网	cet4 cet6 ky	bnc:3028	s:vans
aggressive	ә'gresiv		a. 侵略的, 挑畔的, 进取的\n[法] 侵略的, 爱挑衅的, 行为过火的	gk cet4 cet6 ky toefl ielts gre	bnc:3648	
gentle	'dʒentl		a. 温和的, 文雅的	gk cet4 cet6 ky toefl ielts gre	bnc:2778	p:gentled/i:gentling/d:gentled/3:gentles
venture	'ventʃә		n. 冒险, 风险\nvt. 敢于, 冒...的危险\nvi. 冒险	cet4 cet6 ky toefl ielts	bnc:2888	s:ventures/p:ventured/i:venturing/d:ventured/3:ventures
shade	ʃeid		n. 荫, 阴暗, 遮光物, 灯罩, 帘, 浓淡, 微量, 底纹\nvi. 渐变\nvt. 使阴暗, 使渐变, 遮蔽, 微减\n[计] 底纹	gk cet4 cet6 ky toefl	bnc:3205	s:shades/i:shading/d:shaded/p:shaded/3:shades
innocent	'inәsәnt		a. 无罪的, 不懂事的, 无知的\nn. 天真的人, 笨蛋	gk cet4 cet6 ky toefl ielts	bnc:3421	s:innocents
calculate	'kælkjuleit		v. 计算, 预测, 计划, 打算	gk cet4 ky toefl	bnc:2168	d:calculated/i:calculating/p:calculated/3:calculates
assure	ә'ʃuә		vt. 保证, 使确信, 弄清楚, 担保\n[法] 确信, 保证, 保障	cet4 cet6 ky toefl ielts gre	bnc:2640	p:assured/d:assured/3:assures/i:assuring
presentation	.prezәn'teiʃәn		n. 赠与, 描述, 介绍\n[计] 简报	gk cet6 ielts gre	bnc:2313	s:presentations
reward	ri'wɒ:d		n. 报酬, 酬谢, 赏金\nvt. 奖赏, 酬谢, 给...应有报应	gk cet4 cet6 ky toefl ielts gre	bnc:2819	s:rewards/d:rewarded/i:rewarding/p:rewarded/3:rewards
highlight	'hailait		n. 加亮区, 精彩场面\nvt. 加亮, 使显著, 以强光照射, 突出\n[计] 突出	cet4 cet6 ky toefl ielts	bnc:2853	d:highlighted/s:highlights/3:highlights/p:highlighted/i:highlighting
pile	pail		n. 堆, 大堆, 大厦, 建筑群, 电池, 大量, 桥桩, 软毛, 痔疮\nvi. 堆起, 堆积, 积累, 挤, 猛烈攻击\nvt. 堆于, 累积, 堆叠, 打桩于, 用桩支撑	gk cet4 cet6 ky toefl	bnc:3229	s:piles/d:piled/i:piling/p:piled/3:piles
trick	trik		n. 诡计, 欺诈, 谋略, 恶作剧, 习惯, 决窍\nvt. 愚弄, 欺骗, 装饰\nvi. 哄骗, 戏弄\na. 有决窍的, 特技的, 欺诈的, 漂亮的, 靠不住的	gk cet4 cet6 ky toefl ielts	bnc:3180	s:tricks/d:tricked/p:tricked/3:tricks/i:tricking
horror	'hɒrә		n. 惊骇, 恐怖, 惨状\n[医] 恐怖, 恐惧	cet4 cet6 ky toefl	bnc:2937	s:horrors
genuine	'dʒenjuin		a. 真正的, 真实的, 诚恳的\n[医] 真性的	cet4 cet6 ky toefl ielts gre	bnc:2524	
squeeze	skwi:z		n. 紧握, 挤, 榨, 榨取, 佣金\nvt. 紧握, 挤, 榨取\nvi. 压榨, 榨	gk cet4 cet6 ky toefl ielts gre	bnc:3390	p:squeezed/d:squeezed/i:squeezing/3:squeezes/s:squeezes
hip	hip		n. 臀部, 蔷薇果, 忧郁\na. 熟悉内情的\nvt. 使忧郁, 给(屋顶)造屋脊\ninterj. 喝彩声	cet6 ky	bnc:3684	s:hips/t:hippest/r:hipper
lend	lend		vt. 借, 贷款给, 增添, 提供, 出租\nvi. 贷款	zk gk	bnc:2740	p:lent/3:lends/d:lent/i:lending
virus	'vaiәrәs		n. 病毒, 滤过性病毒, 毒害\n[化] 病毒	gk cet4 cet6 ky toefl ielts gre	bnc:3589	s:viruses
suitable	'sju:tәbl		a. 适当的, 相配的\n[法] 合适的, 适宜的, 适当的	gk cet4 cet6 ky toefl ielts	bnc:1541	
loud	laud		a. 大声的, 不断的, 喧吵的\nadv. 高声地, 大声地	zk gk cet4 ky	bnc:3207	r:louder/t:loudest
explosion	ik'splәuʒәn		n. 爆发, 激增, 爆炸(声)\n[化] 爆炸	cet4 cet6 ky ielts	bnc:3285	s:explosions
plain	plein		n. 平原, 草原, 朴实无华的东西, 无格式\na. 简单的, 明白的, 平常的, 不好看的, 朴素的, 清晰的, 普通的, 平坦的, 十足的\nadv. 清楚地, 显然地\n[计] 无格式	zk gk cet4 cet6 ky toefl gre	bnc:2762	s:plains/r:plainer/t:plainest/i:plaining/p:plained/3:plains/d:plained
extension	ik'stenʃәn		n. 延长, 扩充, 范围, 扩展名\na. 伸缩的\n[计] 扩展名, 扩充名	gk cet4 cet6 ky toefl ielts	bnc:2123	s:extensions
wise	waiz		a. 明智的, 慎虑的, 聪明的, 博学的, 狡猾的, 机灵的\nvi. 知道\nvt. 教导, 告诉, 劝导\nn. 方法, 方式\n[计] 教育信息系统	zk gk cet4 cet6 ky ielts	bnc:3087	r:wiser/t:wisest/d:wised
ease	i:z		n. 安乐, 安逸, 悠闲\nvt. 使安乐, 使安心, 减轻, 放松\nvi. 减轻, 放松, 灵活地移动	gk cet4 cet6 ky ielts	bnc:3093	p:eased/i:easing/d:eased/3:eases
counter	'kauntә		n. 计算器, 计算者, 柜台, 筹码\na. 反方向的, 相反的\nadv. 反方向地, 相反地\n[计] 计数器; 计数字	gk cet4 cet6 ky ielts	bnc:3493	p:countered/s:counters/d:countered/i:countering/3:counters
freeze	fri:z		vi. 冻结, 冷冻, 僵硬, 楞住\nvt. 使结冰, 使冻住, 使呆住\nn. 结冰, 凝固\n[计] 冻结	zk gk cet4 cet6 ky	bnc:3516	d:frozen/p:froze/3:freezes/i:freezing/s:freezes
giant	'dʒaiәnt		n. 巨人, 大力士, 巨大怪物\na. 庞大的, 巨大的	cet4 cet6 ky toefl	bnc:3790	s:giants
prompt	prɒmpt		n. 激励, 提示, 提醒物, 提词, 付款期限\na. 迅速的, 敏捷的, 立刻的, 提词员的\nvt. 激励, 鼓动, 提示\nadv. 准时地\n[计] 提示符; DOS内部命令:设定DOS命令行的提示符	cet4 cet6 ky toefl ielts gre	bnc:3217	p:prompted/d:prompted/i:prompting/3:prompts/s:prompts/r:prompter
custom	'kʌstәm		n. 习惯, 风俗, 海关, 自定义\na. 定制的\n[计] 定制; 自定义	gk cet4 cet6 ky toefl ielts	bnc:2344	s:customs
minimum	'minimәm		a. 最小的, 最低的\nn. 最小值\n[计] 最小值	gk cet4 cet6 ky toefl ielts	bnc:2715	s:minima
entitle	in'taitl		vt. 给...权利, 取名为, 给予名称, 叫做\n[法] 给...权利, 使有资格, 称呼	cet4 cet6 ky toefl ielts gre	bnc:2886	d:entitled/3:entitles/p:entitled/i:entitling
cotton	'kɒtn		n. 棉花\nvi. 和谐, 有好感, 理解	zk gk cet4 ky toefl ielts	bnc:3222	s:cottons/p:cottoned/d:cottoned/i:cottoning/3:cottons
celebration	.seli'breiʃәn		n. 庆祝, 庆典	gk	bnc:3379	s:celebrations
singer	'siŋә		n. 歌手	gk cet4 cet6	bnc:3552	s:singers
altogether	.ɒ:ltә'geðә		adv. 完全地, 总而言之	gk cet4 ky	bnc:2575	
enthusiasm	in'θju:ziæzәm		n. 巨大的热情, 热心	cet4 cet6 ky toefl ielts	bnc:2678	s:enthusiasms
inevitable	in'evitәbl		a. 不可避免的, 必然的\n[法] 不可避免的, 无法规避的, 必然的	cet4 cet6 ky toefl ielts	bnc:2837	
rival	'raivl		n. 对手, 竞争者\na. 竞争的	cet4 cet6 ky toefl ielts gre	bnc:3058	s:rivals/p:rivalled/3:rivals/i:rivalling/d:rivalled
weekly	'wi:kli		n. 周刊, 周报\na. 每周的, 一周一次的, 周刊的\nadv. 每周, 一周一次	gk cet4 cet6 ky ielts	bnc:3186	s:weeklies
strain	strein		n. 紧张, 拉紧, 张力, 过劳, 扭伤, 血缘, 种, 族, 气质, 曲调, 旋律, 口吻\nvt. 使劳累, 拉紧, 过分使用, 扭伤, 滥用, 曲解, 滤\nvi. 尽力, 努力, 紧拉, 弯曲, 被滤出	cet4 cet6 ky toefl ielts	bnc:2749	s:strains/i:straining/d:strained/p:strained/3:strains
exclude	iks'klu:d		vt. 除外, 排除, 排斥\n[医] 除外(诊断)	cet4 cet6 ky toefl ielts gre	bnc:1940	d:excluded/i:excluding/3:excludes/p:excluded
curious	'kjuәriәs		a. 好奇的, 求知的, 古怪的	gk cet4 cet6 ky toefl	bnc:3304	r:curiouser
consult	kәn'sʌlt		vi. 商讨, 商量, 协商, 会诊\nvt. 向...请教, 查阅, 考虑	gk cet4 cet6 ky toefl ielts	bnc:2826	d:consulted/i:consulting/p:consulted/3:consults
ingredient	in'gri:diәnt		n. 成分, 因素\n[化] 配合剂; 拼料; 成分; 组分	cet4 cet6 ky toefl ielts gre	bnc:3844	s:ingredients
bath	bæθ.bɑ:θ		n. 沐浴, 浴室\n[医] 浴	gk cet4 ky ielts	bnc:2551	s:baths/3:baths/i:/p:bathed/d:bathed
grain	grein		n. 谷粒, 颗粒, 谷类, 纹理, 本质\nv. (使)成谷粒	gk cet4 cet6 ky toefl ielts gre	bnc:3226	s:grains/d:grained/p:grained/i:graining/3:grains
anxious	'æŋʃәs		a. 忧虑的, 发愁的, 渴望的	gk cet4 cet6 ky toefl	bnc:2630	
satisfaction	.sætis'fækʃәn		n. 满足, 满意, 快事, 赔偿, 赎罪, 报仇的机会\n[经] 偿还, 赎回	gk cet4 cet6 ky toefl ielts	bnc:2683	s:satisfactions
empire	'empaiә		n. 帝国, 帝权	gk cet4 cet6 ky	bnc:2251	s:empires
conscious	'kɒnʃәs		a. 有意识的, 知觉的, 觉察的\n[医] 有意识的, 清醒的	cet4 cet6 ky toefl ielts	bnc:2633	
spin	spin		n. 旋转, 自旋, 疾驰, 情绪低落\nvt. 纺织, 纺, 使旋转, 编造\nvi. 纺纱, 吐丝, 作茧, 结网, 旋转, 自旋, 疾驰	gk cet4 cet6 ky toefl ielts gre	bnc:3841	i:spinning/p:spun/d:spun/3:spins/s:spins
distinguish	dis'tiŋgwiʃ		v. 区别, 辨别	gk cet4 cet6 ky toefl ielts	bnc:2265	d:distinguished/3:distinguishes/i:distinguishing/p:distinguished
ceiling	'si:liŋ		n. 天花板\n[经] 顶点, 顶线, 上限	zk gk cet4 cet6 ky toefl	bnc:2874	s:ceilings
sauce	sɒ:s		n. 酱油, 调味汁, 酱\nvt. 给...调味, 使增加趣味	gk cet4 cet6 ky ielts	bnc:4226	s:sauces/d:sauced/i:saucing/p:sauced/3:sauces
hence	hens		adv. 因此, 从此	cet4 cet6 ky toefl ielts	bnc:1904	
uniform	'ju:nifɒ:m		n. 制服\na. 统一的, 一律的, 始终如一的	gk cet4 cet6 ky toefl ielts gre	bnc:3504	s:uniforms/i:uniforming/p:uniformed/3:uniforms/d:uniformed
secondary	'sekәndәri		a. 中级的, 中等的, 次要的, 第二的, 从属的, 辅助的\n[化] 仲(指CH-3...CH(CH-3)-型支链烃基或指二元胺及R-2CHOH型的醇); 第二	cet4 cet6 ky toefl ielts	bnc:2098	s:secondaries
dare	dєә		n. 挑战, 挑动, 大胆\nv. 敢, 胆敢	zk gk cet4 cet6 ky	bnc:3210	p:dared/d:dared/i:daring/3:dares
admire	әd'maiә		vt. 赞美, 钦佩, 爱慕\nvi. 称赞, 惊奇	gk cet4 ky toefl gre	bnc:3283	p:admired/d:admired/i:admiring/3:admires
burst	bә:st		n. 破裂, 突发, 爆发\nv. 爆裂, 突发, 充满\n[计] 二进制位组; 字符组; 脉冲串	gk cet4 cet6 ky toefl	bnc:3011	p:burst/0:burst/1:pd/i:bursting/s:bursts/d:burst/3:bursts
romantic	rәu'mæntik		a. 浪漫的, 风流的, 传奇性的, 夸大的, 空想的, 浪漫派的	cet4 cet6 ky	bnc:3436	s:romantics
criticize	'kritisaiz		v. 批评, 吹毛求疵, 非难	cet4 cet6 ky	bnc:4040	d:criticized/p:criticized/i:criticizing/3:criticizes
pen	pen		n. 钢笔, 笔, 笔调, 笔杆子, 作家, 围栏, 栅栏, 禽畜\nvt. 写, 关入栏中, 囚禁\nvi. 动笔, 写作	zk gk gre	bnc:3020	s:pens/p:penned/d:penned/i:penning/3:pens
distribute	di'stribju:t		vt. 分配, 散布, 分发\n[经] 分配, 分发	gk cet4 cet6 ky toefl ielts gre	bnc:2662	d:distributed/i:distributing/3:distributes/p:distributed
palace	'pælis		n. 宫, 宫殿, 华丽大厦	zk gk ielts	bnc:1935	s:palaces
musician	mju:'ziʃәn		n. 音乐家, 乐师, 作曲家	gk cet4 cet6 ky	bnc:3697	s:musicians
helpful	'helpful		a. 有帮助的, 有益的, 有用的	zk gk cet4 cet6 ky toefl	bnc:2582	
float	flәut		n. 漂流物, 浮舟, 漂浮, 浮萍, 彩车\nvi. 浮动, 飘动, 散播, 摇摆, 动摇, 浮动\nvt. 使漂浮, 容纳, 淹没, 发行, 实行\n[计] 浮动	gk cet4 cet6 ky toefl ielts	bnc:3498	i:floating/p:floated/d:floated/s:floats/3:floats
brush	brʌʃ		n. 刷子, 毛笔, 争吵\nvt. 刷\nvi. 擦过, 掠过\n[计] 电刷	zk gk	bnc:3418	p:brushed/i:brushing/s:brushes/d:brushed/3:brushes
strict	strikt		a. 严厉的, 绝对的, 详尽的, 严格的, 精确的\n[法] 严格的, 精确的, 绝对的	zk gk cet4 cet6 ky toefl	bnc:3091	r:stricter/t:strictest
pleasant	'pleznt		a. 愉快的, 可爱的, 活泼的, 亲切的	zk gk cet4 cet6 ky ielts	bnc:2880	r:pleasanter/t:pleasantest
preference	'prefәrәns		n. 偏爱, 优先, 喜爱物\n[计] 首选项	gk cet4 cet6 ky toefl ielts	bnc:2642	s:preferences
excuse	ik'skju:z		vt. 原谅, 申辩, 做为...的托辞\nn. 致歉, 理由, 饶恕, 借口	zk gk toefl ielts	bnc:3182	s:excuses/d:excused/p:excused/i:excusing/3:excuses
regarding	ri'gɑ:diŋ		prep. 关于	cet4 cet6 ky ielts	bnc:3515	0:regard/1:i
painful	'peinful		a. 痛苦的, 困难的, 令人烦恼的\n[医] 疼痛的	gk cet4 cet6 ky	bnc:3638	
reverse	ri'vә:s		n. 相反, 背面, 倒退, 挫折, 失败\na. 反面的, 相反的, 反向的, 颠倒的\nvt. 使颠倒, 使逆转, 使倒退, 使反向\nvi. 倒退, 反向, 倒转, 反转\n[计] 反转	cet4 cet6 ky toefl ielts gre	bnc:3175	d:reversed/i:reversing/p:reversed/3:reverses/s:reverses
bitter	'bitә		a. 苦的, 痛苦的, 怀恨的\nadv. 刺骨\nv. (使)变苦	zk gk cet4 ky toefl ielts	bnc:3095	s:bitters/i:bittering/p:bittered/3:bitters/d:bittered
essay	'esei. e'sei		n. 随笔, 短文, 评论, 企图\nvt. 试图	gk cet4 cet6 ky ielts	bnc:3147	s:essays/p:essayed/d:essayed/i:essaying/3:essays
chase	tʃeis		n. 追求, 狩猎, 追逐\nvt. 追捕, 追逐, 雕刻, 在...上镶嵌宝石\nvi. 追赶, 奔跑	cet4 cet6 ky ielts gre	bnc:3378	i:chasing/d:chased/p:chased/3:chases/s:chases
alarm	ә'lɑ:m		n. 惊恐, 警报, 警钟\nvt. 使惊恐, 警告\n[计] 报警信号	gk cet4 ky toefl ielts	bnc:3004	s:alarms/d:alarmed/p:alarmed/i:alarming/3:alarms
rhythm	'riðәm		n. 旋律, 节奏, 韵律, 匀称, 张弛节律\n[医] 节律	cet4 cet6 ky toefl ielts	bnc:3420	s:rhythms
tongue	tʌŋ		n. 舌, 语言能力, 讲话方式, 语言\nvt. 舔, 斥责, 发...的音\nvi. 使用舌头, 吹管乐器	zk gk cet4 cet6 ky toefl ielts	bnc:2831	s:tongues/i:tonguing/p:tongued/3:tongues/d:tongued
fixed	fikst		a. 固定的, 不变的\n[法] 固定的, 确定的, 不变的	toefl	bnc:2379	0:fix/1:dp/d:fixed/p:fixed
outstanding	.aut'stændiŋ		a. 杰出的, 突出的, 未偿付的, 未决定的\n[经] 未解决的, 未偿付	gk cet4 cet6 ky toefl	bnc:2714	
stroke	strәuk		n. 笔划, 打, 中风, 抚, 摩, 冲程\nvt. 划尾桨, 抚, 摩, 划去\n[计] 笔划	cet4 cet6 ky toefl ielts gre	bnc:3619	s:strokes/p:stroked/i:stroking/3:strokes/d:stroked
tackle	'tækl		n. 工具, 复滑车, 滑车, 装备, 扭倒\nvt. 固定, 处理, 抓住\nvi. 扭倒	cet6 ky toefl ielts gre	bnc:2634	i:tackling/d:tackled/p:tackled/3:tackles/s:tackles
restrict	ri'strikt		vt. 限制, 限定, 约束\n[医] 限制	gk cet4 cet6 ky toefl	bnc:2207	d:restricted/i:restricting/3:restricts/p:restricted
adapt	ә'dæpt		vt. 使适应, 改编\nvi. 适应	gk cet4 cet6 ky toefl ielts gre	bnc:2816	d:adapted/i:adapting/p:adapted/3:adapts
govern	'gʌvәn		v. 统治, 支配, 管理	gk cet4 cet6 ky toefl	bnc:3050	d:governed/i:governing/3:governs/p:governed
satisfy	'sætisfai		vt. 使满意, 满足, 符合, 使确信, 赔偿\nvi. 令人满意, 替人赎罪	zk gk cet4 cet6 ky toefl	bnc:2775	3:satisfies/d:satisfied/i:satisfying/p:satisfied
interior	in'tiәriә		n. 内部, 内政\na. 内部的, 心灵的, 内地的, 内政的	cet4 cet6 ky toefl ielts	bnc:3308	s:interiors
pretend	pri'tend		v. 假装, 伪称, 自命, 自称	gk cet4 cet6 ky toefl gre	bnc:2885	i:pretending/p:pretended/3:pretends/d:pretended
pan	pæn		n. 平锅, 浅盘, 盆地, 硬土层, 拍摄全景\nv. 上下左右移动, 摇镜头, 淘洗, 淘金	gk cet4 cet6 ky gre	bnc:4319	s:pans/d:panned/i:panning/p:panned/3:pans
presumably	pri'zu:mәbli		adv. 推测上, 大概	cet4 cet6 ky toefl ielts	bnc:2522	
anniversary	æni'vә:sәri		n. 周年纪念	gk cet6 ky ielts	bnc:3440	s:anniversaries
repair	ri'pєә		n. 修理, 补救, 修复\nvt. 修理, 修补, 补救, 恢复, 补偿\nvi. 修理, 修补, 补救, 恢复, 去, 常去, 集合	zk gk cet4 cet6 ky toefl ielts	bnc:2940	s:repairs/i:repairing/d:repaired/p:repaired/3:repairs
mess	mes		n. 食堂, 伙食, 用膳, 一份食品, 混乱, 乱七八糟, 困境\nvt. 将...弄糟, 妨碍, 使紊乱, 使就餐\nvi. 陷入困境, 搞乱, 用膳	gk cet4 cet6 ky ielts	bnc:3437	i:messing/d:messed/p:messed/s:messes/3:messes
divorce	di'vɒ:s		n. 离婚\nvt. 与...离婚	gk cet4 cet6 ky toefl ielts	bnc:3853	d:divorced/p:divorced/s:divorces/i:divorcing/3:divorces
harm	hɑ:m		n. 伤害, 害处\nvt. 伤害, 损害	gk cet4 cet6 ky toefl	bnc:3189	d:harmed/i:harming/s:harms/3:harms/p:harmed
crown	kraun		n. 王冠, 王权, 顶点\nvt. 使成王, 加冕, 居...之顶	cet4 cet6 ky ielts gre	bnc:1760	d:crowned/s:crowns/p:crowned/i:crowning/3:crowns
shelf	ʃelf		n. 架子, 搁板\n[化] 架子	zk gk cet4 cet6 ky toefl ielts	bnc:2930	s:shelves
forever	fә'revә		adv. 永远	gk cet4 cet6 ky	bnc:3798	
rice	rais		n. 米, 米饭, 稻\nvt. 将...压成米粒状	zk gk ielts	bnc:4143	s:rices/i:ricing/p:riced/3:rices/d:riced
funeral	'fju:nәrәl		n. 葬礼, 出殡	gk cet4 cet6 ky ielts	bnc:3009	s:funerals
measurement	'meʒәdmәnt		n. 尺寸, 度量, 度量单位\n[计] 度量, 度量单位	cet4 cet6 ielts	bnc:2667	s:measurements
steam	sti:m		n. 蒸汽, 精力\na. 蒸汽的\nvi. 蒸发, 行驶, 发怒\nvt. 蒸, 煮, 散发	gk cet4 cet6 ky toefl ielts	bnc:2756	i:steaming/p:steamed/d:steamed/s:steams/3:steams
trap	træp		n. 圈套, 陷阱, 诡计, 存水弯\nvi. 设圈套, 设陷阱\nvt. 诱捕, 诱骗, 抓住, 使受限制\n[计] 俘获; 陷井	gk cet4 cet6 ky toefl ielts	bnc:3373	d:trapped/s:traps/p:trapped/i:trapping/3:traps
stranger	'streindʒә		n. 陌生人, 门外汉\n[法] 局外人, 非当事人, 第三者	zk gk cet4 cet6 ky	bnc:3225	0:strange/1:r/s:strangers
superior	sju:'piәriә		n. 长者, 占优势的人, 上级\na. 上级的, 出众的, 高傲的	gk cet4 cet6 ky toefl ielts	bnc:3513	s:superiors
possession	pә'zeʃәn		n. 拥有, 占有, 所有, 财产, 领土, 领地, 自制, 着迷\n[经] 占有, 持有	gk cet4 cet6 ky toefl ielts	bnc:2337	s:possessions
unexpected	.ʌnik'spektid		a. 料想不到的, 突然的, 意外的\n[法] 不能预料的, 意外的	cet4 cet6 ky	bnc:3366	0:unexpect/1:d
alongside	ә'lɒŋ'said		adv. 在旁边, 靠拢着\nprep. 在...旁边, 与...在一起	gk cet6 ky ielts	bnc:2737	
shelter	'ʃeltә		n. 庇护所, 避难所, 庇护, 隐蔽处, 掩蔽\nvt. 庇护, 保护, 隐匿\nvi. 躲避	gk cet4 cet6 ky toefl ielts gre	bnc:4083	s:shelters/i:sheltering/d:sheltered/p:sheltered/3:shelters
courage	'kʌridʒ		n. 勇气, 胆量	zk gk cet4 cet6 ky	bnc:3640	
pet	pet		n. 宠物, 受宠爱的人, 宠坏的孩子, 不悦, 生气\na. 宠爱的, 表示亲昵的, 养着观赏的, 特别珍爱的, 格外的\nvt. 宠爱, 溺爱, 抚摸\nvi. 拥抱, 爱抚, 生气, 发脾气	zk gk cet4 cet6 ky toefl ielts	bnc:3686	s:pets/i:petting/p:petted/d:petted/3:pets
curve	kә:v		n. 曲线, 弯曲, 曲线球\nvt. 弯, 使弯曲\nvi. 成曲形	cet4 cet6 ky toefl ielts	bnc:2506	s:curves/i:curving/p:curved/d:curved/3:curves
suspicion	sә'spiʃәn		n. 怀疑, 觉察, 嫌疑\n[法] 怀疑, 疑心, 嫌疑	cet4 cet6 ky toefl gre	bnc:3216	s:suspicions
contest	'kɒntest		n. 竞赛, 争论\nvt. 竞争, 争取, 争辩\nvi. 竞争	cet4 cet6 ky ielts gre	bnc:3919	s:contests/d:contested/i:contesting/p:contested/3:contests
unemployment	.ʌnim'plɒimәnt		n. 失业, 失业人数\n[经] 失业	gk cet6 ky ielts	bnc:1495	
grave	greiv		n. 墓穴, 坟墓, 终结, 死亡\na. 庄重的, 严肃的, 重大的, 低沉的\nvt. 雕刻	cet4 cet6 ky ielts gre	bnc:3630	s:graves/t:gravest/r:graver/i:graving/p:graven/3:graves/d:graven
cottage	'kɒtidʒ		n. 小屋, 茅舍	gk cet4 cet6 ky ielts	bnc:2224	s:cottages
absorb	әb'sɒ:b		vt. 吸收, 使全神贯注, 同化, 买进, 理解, 承受, 忍受, 承担\n[医] 吸收	gk cet4 cet6 ky toefl ielts gre	bnc:2879	d:absorbed/p:absorbed/3:absorbs/i:absorbing
sail	seil		n. 帆, 篷, 帆船, 航程, 帆状物\nvi. 航行, 启航, 张帆而行\nvt. 航行于, 驾船	zk gk cet4 cet6 ky toefl	bnc:2876	i:sailing/p:sailed/s:sails/d:sailed/3:sails
confusion	kәn'fju:ʒәn		n. 混乱, 混淆, 无秩序\n[计] 含混	cet4 cet6 ky toefl ielts	bnc:2692	s:confusions
explode	ik'splәud		vi. 爆炸, 爆发, 激增\nvt. 使爆炸	gk cet4 cet6 ky toefl ielts	bnc:3934	p:exploded/i:exploding/d:exploded/3:explodes
concerning	kәn'sә:niŋ		prep. 关于\n[法] 关于	cet4 cet6 ky toefl	bnc:2659	0:concern/1:i
generous	'dʒenәrәs		a. 慷慨的, 有雅量的, 大量的, 丰富的	gk cet4 cet6 ky toefl ielts	bnc:3178	
deposit	di'pɒzit		n. 存款, 定金, 堆积物\nvt. 存放, 堆积\nvi. 沉淀	gk cet4 cet6 ky toefl ielts gre	bnc:2384	s:deposits/d:deposited/p:deposited/i:depositing/3:deposits
midnight	'midnait		n. 午夜, 子夜, 半夜\na. 午夜的, 半夜的	gk cet4 cet6 ielts	bnc:3635	s:midnights
